"[0.30151134457776363, 0.15075567228888181, 0.15075567228888181, 0.30151134457776363, 0.15075567228888181, 0.30151134457776363, 0.30151134457776363, 0.30151134457776363, 0.30151134457776363, 0.45226701686664544, 0.15075567228888181, 0.15075567228888181, 0.15075567228888181, 0.30151134457776363, 0.15075567228888181]"
"[0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.3849001794597505, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526]"
"[0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.3481553119113957, 0.3481553119113957, 0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.17407765595569785, 0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.17407765595569785]"
"[0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.3651483716701107, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536, 0.18257418583505536]"
"[0.17407765595569785, 0.3481553119113957, 0.3481553119113957, 0.3481553119113957, 0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.17407765595569785, 0.17407765595569785, 0.17407765595569785, 0.3481553119113957, 0.17407765595569785, 0.17407765595569785]"
"[0.1690308509457033, 0.3380617018914066, 0.1690308509457033, 0.3380617018914066, 0.3380617018914066, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.3380617018914066, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.1690308509457033, 0.50709255283711, 0.1690308509457033]"
"[0.32025630761017426, 0.16012815380508713, 0.32025630761017426, 0.16012815380508713, 0.16012815380508713, 0.32025630761017426, 0.16012815380508713, 0.32025630761017426, 0.32025630761017426, 0.32025630761017426, 0.32025630761017426, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.32025630761017426]"
"[0.3086066999241838, 0.3086066999241838, 0.3086066999241838, 0.1543033499620919, 0.3086066999241838, 0.3086066999241838, 0.1543033499620919, 0.3086066999241838, 0.1543033499620919, 0.3086066999241838, 0.1543033499620919, 0.1543033499620919, 0.3086066999241838, 0.1543033499620919, 0.3086066999241838]"
"[0.3086066999241838, 0.3086066999241838, 0.3086066999241838, 0.1543033499620919, 0.3086066999241838, 0.3086066999241838, 0.1543033499620919, 0.1543033499620919, 0.3086066999241838, 0.1543033499620919, 0.3086066999241838, 0.1543033499620919, 0.1543033499620919, 0.3086066999241838, 0.3086066999241838]"
"[0.32025630761017426, 0.16012815380508713, 0.32025630761017426, 0.32025630761017426, 0.16012815380508713, 0.32025630761017426, 0.32025630761017426, 0.16012815380508713, 0.32025630761017426, 0.32025630761017426, 0.32025630761017426, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713, 0.16012815380508713]"
"[0.254000254000381, 0.254000254000381, 0.1270001270001905, 0.254000254000381, 0.6350006350009525, 0.1270001270001905, 0.254000254000381, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.254000254000381, 0.3810003810005715]"
"[0.254000254000381, 0.254000254000381, 0.1270001270001905, 0.254000254000381, 0.6350006350009525, 0.1270001270001905, 0.254000254000381, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.1270001270001905, 0.254000254000381, 0.3810003810005715]"
