5.706352161871078854e-01 8.958860563660848708e-01 2.238176768692021756e-01 9.096566159292290669e-04 6.464969266231550549e-01
5.810534037922473471e-01 6.406279099398834997e-01 6.938121076197035775e-01 3.080478262876051310e-01 5.915934808932562516e-01
1.092077218256985782e+00 7.134392650191394569e-01 4.982306862333977238e-01 7.597576746485582011e-02 1.334272050990111154e-02
5.091124365459660517e-01 6.131668827381429043e-01 6.555320527148359444e-01 4.684888164703481794e-01 6.378686052855787603e-01
1.107133537640631271e+00 2.305402733719857100e-01 7.220005056413145716e-01 6.025805770366507996e-01 1.723222194449519629e-01
4.267515986039828180e-01 1.236806797537330027e+00 5.007571592163140295e-01 4.237007787582884599e-02 1.174935510596665858e-03
7.684297964412050153e-01 2.164428364900067847e-01 4.611698152265532036e-01 6.137180256676909584e-01 8.808138420301441229e-01
1.611572524071653578e-01 2.196862547336131677e-01 1.180625552089719088e+00 2.701126962553461186e-01 1.331841246378777210e+00
9.009918542362089708e-04 4.390001855660624619e-01 2.162301560922004651e+00 7.664320132353433235e-02 5.381462952675101219e-01
5.775254596954251252e-01 1.395898476191253330e-03 3.917122669705124238e-01 1.787533930004645999e+00 4.626202640149050249e-01
9.676111811786532180e-02 8.758688738662862017e-01 5.873934844705227393e-02 1.140631121934684744e+00 5.440781148327679118e-01
1.116019470154447690e+00 2.624203913021264754e-05 1.033000087411460877e+00 7.551700290047079767e-01 1.230007635141560948e-06
9.074933189248515220e-01 6.576423284754253640e-01 8.358334087341350027e-02 2.105463460731369640e-01 5.397697195542230375e-01
1.352952759127578342e-01 9.982557293353013783e-01 2.780841081155998595e-01 5.176984381501669175e-01 6.295817421396457947e-01
6.739719920310609236e-02 5.689638013700919483e-01 2.020842691121098156e+00 1.634606797183270899e-01 3.586174982547775114e-01
2.963548736005044981e-01 3.845509518843306385e-01 9.777518690223316877e-01 3.677246235673655717e-01 1.071567207006882683e+00
5.454721760601121128e-01 6.252737500161612560e-01 6.763001572721706323e-01 3.855462319345725475e-01 6.185705412783188972e-01
5.024412538376992615e-02 6.841268228983555799e-01 2.631183215616535870e-02 1.566348173136456579e+00 5.840580150948391225e-01
5.923791664414741476e-01 1.000711301374656616e-02 6.491534808671095558e-02 1.579300017974849188e-02 1.782021063943588501e+00
4.015799376026725764e-01 4.820949072102618249e-01 2.852099471320467816e-01 1.362422946939497725e+00 4.870965811150370084e-01
6.336508651112457979e-01 6.543478237602787795e-01 7.287144770402380622e-01 1.595148061499065684e-01 5.804108032086163771e-01
1.702896422479384733e-02 5.133785497981577794e-01 1.612865571566311385e+00 4.685279233539432209e-01 6.642534432492424035e-01
1.352412398237009317e+00 3.117833324434179931e-01 8.727917696451379381e-01 7.844089007670891969e-03 1.780735466409983161e-02
2.286067931482578530e-01 5.862106334839558563e-01 3.846069235253292695e-01 1.052306055697358189e-01 1.320101322707745384e+00
5.713019659133904415e-01 7.022627243071112302e-01 1.009434077220464493e-01 5.033816039291857079e-03 9.864412454716504630e-01
1.160227742352945429e-01 7.125813255073806252e-01 6.827619504008258788e-02 1.445291551239430650e+00 5.222577289049298299e-01
4.760007545034717139e-03 4.223479082355561798e-01 1.964398567032628273e+00 1.357023519324970506e-01 7.103760722525008786e-01
5.150953399589502935e-01 6.146434394105023680e-01 6.585229173324569363e-01 4.561940719681018552e-01 6.349179490983541951e-01
4.884588650648378216e-01 6.078070523151259952e-01 6.452122903845471935e-01 5.103339904232184754e-01 6.485829687973521107e-01
