6.505881148428028782e-01 7.046994230087441635e-02 4.033887753908129148e-01 6.926333513973207401e-01 5.399356320870576376e-01 6.347646990343395190e-01 3.405134490180906082e-01 8.457857693138132182e-02 7.972767978317062409e-01 8.279877869450794625e-01
5.527786541062806869e-01 3.628634291423410985e-01 6.473402215359009837e-01 6.752726754292696087e-01 3.630033702998880507e-01 4.816728085559693895e-01 2.972597543290250721e-01 5.209613336363845271e-01 6.173550646621546178e-01 6.032750848964423263e-01
3.580496617919233238e-01 4.198469893460179403e-01 5.637553655031495303e-01 7.204657099608459125e-01 2.833333218357433347e-01 4.239613839768904269e-01 6.972659210319894774e-01 6.725015181963941435e-01 2.917181075282354041e-01 7.243711270098598387e-01
7.861348692789034143e-01 2.201725247764296789e-01 4.291989286440382467e-01 5.355816566133575485e-01 3.032861376323155445e-01 8.567786214761112795e-01 5.681641471174930791e-01 1.296786144016098541e-01 5.293000116066589600e-01 8.268382023059441810e-01
2.298568647262099196e-01 9.259789789221802847e-01 8.254493805334219836e-01 6.481803981947987792e-01 4.357062367254700419e-01 4.778563013860511743e-01 7.437987306926609199e-02 6.426589996379330483e-01 3.970634175450323822e-01 3.099357740524830707e-01
7.318305774235861483e-01 1.176477069616518323e-01 2.366973428523667378e-01 7.958661976355225764e-01 5.166771221384801605e-01 6.854232376808079286e-01 5.338195561550898027e-01 3.280657579952107605e-01 5.793116478264462854e-01 5.500889478247839026e-01
5.443540788610983228e-01 4.769167790983523947e-01 4.665480550523664616e-01 7.742367086484791550e-01 5.932986735698613234e-01 2.580562521501917131e-02 4.902861321659968685e-01 7.384262274531908643e-01 4.216815531461230449e-01 7.006804564675951363e-01
2.820974844622377575e-01 3.124294715266354161e-01 8.018854768196451710e-01 5.169915544562755372e-01 5.185399723011940853e-02 5.213091165487385714e-01 9.203597129295256751e-01 6.846694248228911706e-01 3.087442439735989530e-01 8.653970928986894906e-01
4.088670962665216790e-01 7.570584284821757493e-01 1.508313318947622772e+00 1.230641300829410506e-01 6.195956668354170305e-02 2.031355016744517683e-01 1.470304068638175754e-01 8.025270723607812462e-01 7.155900228701548293e-01 7.013703475256563014e-01
7.076039427532668791e-01 4.174409521277789303e-01 6.513236776173028098e-01 6.617668034195505200e-01 5.776989581987691802e-02 8.496246418523091259e-01 3.878864388162820420e-01 6.776403348087285394e-01 4.305295966522115214e-01 3.196811274080317289e-01
6.597330409156554332e-01 3.810981928534130092e-01 4.154821999955842227e-01 4.090843408104533063e-01 4.298915132579876341e-01 6.629916516785254732e-01 9.830565208307293634e-01 3.010133512714414095e-01 2.753423068722312683e-01 7.981711725595214135e-01
6.831696315971498290e-01 7.137833848195251907e-01 4.935460493097296175e-01 5.047918756683031916e-01 7.862885833351743736e-01 6.685931648682822415e-01 2.114206226048794823e-01 3.090376698432260039e-01 5.713648606746394298e-01 1.192934592726341558e-01
5.476343067491473704e-01 4.286317821023374885e-01 5.769183240931501366e-01 6.917891279795006509e-01 2.468743175147432856e-01 7.170368921471910184e-01 4.420473799218554434e-01 5.678001082875212546e-01 4.270502938368931911e-01 4.490602716376135284e-01
3.815354541157929269e-01 5.631043303874228023e-01 5.757584638555265366e-01 7.737070397295556790e-01 3.967226323695544621e-01 6.018700552582015861e-01 5.091076778295359206e-01 8.798945427995450430e-01 3.400286464416393262e-01 1.555665736398502072e-02
5.658297315080228485e-01 6.735291011688975260e-01 6.506426776743723384e-01 4.845102103678075589e-01 6.551293930827669643e-01 1.040220701853275809e-01 4.636572957235975956e-01 5.914426460520465501e-01 4.554839347563515162e-01 6.585745869041976785e-01
3.253005116803007191e-01 7.829208907171049392e-02 4.874465781832416633e-01 7.837209478754835201e-01 4.271578693406661853e-01 8.592989035471222392e-01 3.701301627577503472e-01 1.598139638216059533e-01 7.451909114051545879e-01 6.068374380798995382e-01
7.142747086088991892e-01 9.857747837383327161e-01 6.615582090755113276e-01 1.629926306897828137e-01 4.333498358435784459e-01 7.709038753281710621e-01 5.909944127123312185e-01 2.198585341405839277e-01 1.644841115518563546e-01 6.211092281761870781e-01
5.492141224595147309e-01 4.329513226090697664e-01 5.100419189321206970e-01 7.314591575430996473e-01 5.990602676215632805e-01 6.032473185364617407e-01 2.710884939410031502e-01 5.579200987135921608e-01 6.268291927689456644e-01 1.233011510053368398e-01
5.695832126062491119e-01 3.832511826907408770e-01 7.717228193257121838e-01 7.150038298540227766e-01 1.479531316813723074e-02 1.091924485991585758e+00 3.513395923096433032e-02 4.961984931928486442e-01 6.505292138462139828e-01 2.084786430691545622e-01
3.912457973118623755e-01 6.382387239278406454e-01 8.334026495963053893e-01 3.046502383178812945e-01 2.098895101630450233e-01 3.567992693320379827e-01 9.315619942078149363e-01 6.231025376824932405e-01 1.772764653257304923e-01 9.478695139009413184e-01
6.947638928074595377e-01 1.312387334480202006e-01 5.965542308318468878e-01 1.212500080608738956e-01 5.940747669209340831e-01 5.385521936724692038e-01 1.176494175376438189e+00 2.174387017256396437e-01 5.832827087153847900e-01 8.187177935518711314e-01
4.487491748513035006e-01 2.671976323164428346e-01 5.283719473790883248e-01 7.176936872317414284e-01 5.918462917531428502e-01 6.704780856846440651e-01 1.262730072598525488e-01 1.302281738067334049e-01 8.165956292645626391e-01 5.979981422592561824e-01
4.354735635746727063e-01 7.028518799168426145e-01 7.754570488540525330e-01 2.322695251032075303e-01 7.852319585257100387e-01 2.925596964574867995e-02 6.044827378718752309e-01 3.320979091643375680e-01 5.155208638151180800e-01 9.466363246756700489e-01
