2.527895008955633460e-01 2.704403797938824128e-01 7.594721920852645081e-01 3.481432918049625624e-01 1.180627927443660630e+00
4.238143553801091423e-01 7.356606939821249379e-03 5.438402737979928236e-01 6.828165852911145528e-01 1.036859012037928851e+00
7.154256727657249959e-01 4.483565405201943577e-01 3.108922993102908872e-01 5.044112662458738461e-01 7.536383167616497181e-01
3.971464737114712706e-01 2.531180249191497533e-01 7.006754753768493771e-01 6.259061521076475509e-01 6.388375409026072482e-01
7.142603455093545772e-01 4.473847430858926555e-01 3.110534111341534680e-01 5.060764743143287836e-01 7.531245445895687896e-01
1.586925650312566993e-01 4.776773209860756264e-01 9.199432718233728767e-01 5.677426026573213491e-01 3.174656680248995055e-01
5.700817775222175587e-01 3.719169801981577761e-01 4.677645136868694431e-01 5.518499627497460702e-01 7.285733391945835580e-01
1.898434489473772024e-01 1.760595727888252804e-01 8.785656488685420484e-01 6.761348930299989624e-01 6.548693969759200595e-01
6.645899085542316120e-01 4.191286981493457797e-01 3.685653108148483348e-01 5.239404535582301570e-01 7.389237511311133044e-01
4.084067283978727314e-01 2.802719892750333286e-01 6.531678156412845659e-01 6.092078565517395905e-01 6.858112467479151597e-01
9.096188753273698469e-02 4.770148586430265625e-01 7.807323798752902055e-01 4.627387875069085069e-04 1.522126357509810513e+00
3.241698598285682603e-02 4.391251563914265188e-01 8.677623380254163576e-01 1.162212265129757352e-02 1.500866899078939776e+00
8.620580677582780904e-01 1.878871312297404894e-01 7.524169709240177140e-01 5.769656465837795789e-01 3.983722245339053170e-05
7.609556799405789995e-01 3.966831124274848852e-01 2.590788579382404810e-01 8.155012263644831894e-01 1.694727606347946336e-01
1.936671873312441616e-01 5.289288301077971211e-01 6.284189674668287928e-01 7.850192160044252784e-03 1.540477746103939394e+00
1.072956267658359136e-01 4.699553453445466933e-01 7.734239785209769957e-01 1.686669243699919982e-02 1.502973595967065146e+00
6.968392537391469022e-01 1.076696186296182411e-01 9.215004944984691582e-01 6.207374324693725187e-01 1.298009845124266175e-04
1.077116697312977989e+00 3.460025116405224810e-01 3.158425499868032782e-01 5.438395687836299341e-01 3.197002588230909437e-01
6.287243054631920236e-01 7.502385812893210826e-01 3.593097109127122990e-01 3.927399440210614379e-01 4.822572279150752483e-01
7.399857688664862598e-01 1.265999678396705352e-01 7.954192167155200721e-01 6.931697598787145420e-01 5.547062495474103933e-02
4.307499659734234099e-01 9.166244734632505997e-01 5.092640661727464435e-01 3.218779122857102770e-01 2.560525545406170389e-01
7.166775138155945246e-01 3.720540761735708357e-01 3.073506186989573563e-01 8.304559871651437941e-01 1.622362765576989829e-01
4.475096931074882822e-01 2.989424845967997846e-01 6.135355494265547494e-01 5.977858168589218479e-01 6.891497901968967055e-01
7.068959571959128052e-01 3.486025838082928985e-02 3.182923386367423890e-01 6.341548697425652970e-01 1.048659377391776060e+00
8.972142110847740604e-01 5.496205270966013634e-01 1.044656000463678874e-01 4.397412285408875965e-01 8.013991162287007475e-01
1.855332837124717693e-01 5.225562622958987991e-01 8.314448418148231434e-01 5.375239641582165717e-01 4.052382068904600287e-01
6.980253469940097101e-04 6.306011105791167748e-02 2.955774237338886881e-05 1.447115177736680414e+00 4.780665119022601828e-01
8.003741621968967213e-01 1.104169387119151802e+00 1.349542713610813183e-01 2.018222212171238705e-01 2.868791315908642003e-01
3.585889400424477902e-01 2.650813772153996495e-01 6.926947961738513238e-01 6.192133669406939545e-01 6.930752091110907731e-01
3.650102816960137386e-01 6.020428584269140737e-01 6.638684770830975967e-01 4.888432111614985365e-01 4.018870893363289398e-01
4.861453646343920632e-01 6.598484078154495114e-01 5.450407972206020579e-01 4.565470235930445542e-01 3.987706767403679242e-01
2.944036448402882755e-02 3.808370074636986957e-01 1.096532860336930204e+00 6.222103417386369850e-01 2.636895149027549956e-01
5.708664685900731728e-01 7.153892613708936477e-01 4.306568914763949096e-01 4.167330092511316586e-01 4.556557989853420310e-01
7.221415651140473679e-01 4.531438933583217810e-01 3.011576639611550643e-01 5.011471702097695102e-01 7.585918898666117460e-01
7.438806240589637131e-01 1.877177211545124952e-04 7.191625152612327043e-02 1.159426384870932525e+00 2.441168534576903526e-01
7.805735612489382858e-01 4.490979937384159126e-01 3.231862180165575027e-01 5.194857152099549014e-01 6.183854893624969318e-01
