"[0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25]"
"[0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.34299717028501764, 0.6859943405700353, 0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.17149858514250882, 0.17149858514250882]"
"[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.5773502691896257, 0.19245008972987526, 0.3849001794597505, 0.3849001794597505, 0.3849001794597505, 0.19245008972987526, 0.19245008972987526]"
"[0.24253562503633297, 0.36380343755449945, 0.12126781251816648, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.36380343755449945, 0.6063390625908325]"
"[0.48666426339228763, 0.48666426339228763, 0.16222142113076254, 0.3244428422615251, 0.16222142113076254, 0.3244428422615251, 0.3244428422615251, 0.3244428422615251, 0.16222142113076254, 0.16222142113076254]"
"[0.17677669529663687, 0.17677669529663687, 0.5303300858899106, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.35355339059327373, 0.5303300858899106, 0.17677669529663687, 0.35355339059327373]"
"[0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794, 0.31622776601683794]"
"[0.20412414523193154, 0.20412414523193154, 0.4082482904638631, 0.20412414523193154, 0.20412414523193154, 0.20412414523193154, 0.6123724356957946, 0.4082482904638631, 0.20412414523193154, 0.20412414523193154]"
"[0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25]"
"[0.1690308509457033, 0.1690308509457033, 0.50709255283711, 0.1690308509457033, 0.1690308509457033, 0.3380617018914066, 0.3380617018914066, 0.1690308509457033, 0.50709255283711, 0.3380617018914066]"
"[0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.2773500981126146, 0.5547001962252291]"
"[0.22941573387056174, 0.4588314677411235, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.22941573387056174, 0.4588314677411235, 0.4588314677411235, 0.22941573387056174, 0.22941573387056174]"
