id,mid,uid,parent,text,time
4589622380732008,4589622380732008,5511008040,NULL,"
                                                                                                                        南京清洁工带上电子手环，休息二十分钟就触发警报好像本来是用来监测生命体征，怎么落实下来感觉变味儿了 ​​​​                                            ","
                                 1月4日 12:31            	                                            已编辑
                                                "
4589686539955584,4589686539955584,5646471270,4589622380732008,操啊,1月4日 16:46
4589686347278132,4589686347278132,5149287433,4589622380732008,原来是旧闻啊不过不还是发生过吗？现在还有吗？,1月4日 16:46
4589684586712143,4589684586712143,2297758700,4589622380732008,强奸犯都没有的电子手环安在环卫工人身上,1月4日 16:39
4589684451449653,4589684451449653,3889478073,4589622380732008,为什么不实消息，哪个逼造谣,1月4日 16:38
4589683797134123,4589683797134123,7314505704,4589622380732008,出狱的犯人都没有的待遇给清洁工,1月4日 16:35
4589683508517109,4589683508517109,6274558082,4589622380732008,就nm离谱,1月4日 16:34
4589683479156382,4589683479156382,3194961344,4589622380732008,,1月4日 16:34
4589682979252274,4589682979252274,5579777399,4589622380732008,转发微博,1月4日 16:32
4589682904796851,4589682904796851,2683159291,4589622380732008,。。。,1月4日 16:32
4589681126153244,4589681126153244,5147143072,4589622380732008,❓,1月4日 16:25
4589680903072403,4589680903072403,6422492459,4589622380732008,？？？,1月4日 16:24
4589680630440840,4589680630440840,6046768828,4589622380732008,我日🐴这东西是这么用的？？？,1月4日 16:23
4589680374589873,4589680374589873,1714512232,4589622380732008,转发微博,1月4日 16:22
4589680319804110,4589680319804110,6648513119,4589622380732008,转发微博,1月4日 16:22
4589679934706098,4589679934706098,5677330496,4589622380732008,？？？？？,1月4日 16:20
4589679368214853,4589679368214853,6104512367,4589622380732008,Repost,1月4日 16:18
4589678919422826,4589678919422826,xuermaomaomao,4589622380732008,转发微博,1月4日 16:16
4589678827144981,4589678827144981,6195498479,4589622380732008,转发微博,1月4日 16:16
4589678575229341,4589678575229341,5165607163,4589622380732008,……,1月4日 16:15
4589677703594647,4589677703594647,5863465353,4589622380732008,。,1月4日 16:11
4589676478079707,4589676478079707,6436905821,4589622380732008,。。。。。。。。。。。。。。。。。。。。。。。。。。。,1月4日 16:06
4589676348057818,4589676348057818,2761648967,4589622380732008,什么玩意儿！？,1月4日 16:06
4589676091945507,4589676091945507,7402456220,4589622380732008,啊…,1月4日 16:05
4589675656782051,4589675656782051,5320268611,4589622380732008,无语至极 18年的新闻 现在还有,1月4日 16:03
4589675178885483,4589675178885483,1834026127,4589622380732008,啊？这里是新中国吗？为什么还有人带着镣铐干活？,1月4日 16:01
4589675173654536,4589675173654536,5874169336,4589622380732008,就尼玛有病吧,1月4日 16:01
4589674549218253,4589674549218253,6383845725,4589622380732008,？？？？？？？,1月4日 15:59
4589674439388878,4589674439388878,7378371603,4589622380732008,“此内容为不实消息”，点开一看，一群人举报说是19年的新闻，那算你妈的不实消息啊？？19年干的事儿21年再说一下就是不实消息了？,1月4日 15:58
4589674263744728,4589674263744728,2915238057,4589622380732008,巨他爹有意思，微博标注“不实消息”，我以为是没有这回事，原来是过期消息。 啊，原来真实发生过呀。,1月4日 15:57
4589673819670851,4589673819670851,6436071338,4589622380732008,老子真的想骂人！！！什么玩意儿？？,1月4日 15:56
4589673743909999,4589673743909999,5896966196,4589622380732008,,1月4日 15:55
4589673530527040,4589673530527040,6446125620,4589622380732008,嗯,1月4日 15:55
4589672082181480,4589672082181480,5225329711,4589622380732008,他妈的强奸犯都用不上这个,1月4日 15:49
4589672036306746,4589672036306746,7216574884,4589622380732008,转发微博,1月4日 15:49
4589671848090397,4589671848090397,2914809387,4589622380732008,发生过被叫停=不实消息,1月4日 15:48
4589670727688953,4589670727688953,6317178009,4589622380732008,什么玩意。罪犯不戴，给清洁工戴。,1月4日 15:43
4589670355177424,4589670355177424,wyoung2008,4589622380732008,想起加拿大的孟晚舟,1月4日 15:42
4589670271294065,4589670271294065,5869524611,4589622380732008,特色主义，强奸犯都没有的待遇，打工人得有,1月4日 15:42
4589670258187147,4589670258187147,1648403537,4589622380732008,奇葩,1月4日 15:42
4589669994465821,4589669994465821,6675688132,4589622380732008,？,1月4日 15:41
4589669829846823,4589669829846823,panzerv,4589622380732008,人不是机器，这么对待清洁工，我个人感觉这个行为是忽视清洁工人的基本人格权。#民法典生效,1月4日 15:40
4589669751193890,4589669751193890,3635660083,4589622380732008,？？？？？？？？？,1月4日 15:40
4589669553024767,4589669553024767,2421719694,4589622380732008,？,1月4日 15:39
4589669536764721,4589669536764721,5620309216,4589622380732008,qjf都没有的东西 凭什么给环卫工带,1月4日 15:39
4589669461528733,4589669461528733,5896030483,4589622380732008,转发微博,1月4日 15:38
4589669393900041,4589669393900041,6705360509,4589622380732008,转发微博,1月4日 15:38
4589668974206739,4589668974206739,2566127300,4589622380732008,真实迷惑,1月4日 15:36
4589668937501817,4589668937501817,2529500280,4589622380732008,转发微博,1月4日 15:36
4589668894508091,4589668894508091,3062259860,4589622380732008,转发微博,1月4日 15:36
4589667929820146,4589667929820146,aisajiang,4589622380732008,凭什么给清洁工人戴上？把清洁工人当什么？://:怎么可以这样？？？？？太过分了！//:多年呼吁着给性侵犯戴电子镣铐，放着这一全球多个国家通用的经验不用；反倒把电子镣铐戴到了劳动者手上？搞创新？这些决策者脑子里到底装着什么？不确定自己会不会性侵，但能确定自己不会当清洁工吗？,1月4日 15:32
4589667900722804,4589667900722804,5458957091,4589622380732008,？,1月4日 15:32
4589667867428467,4589667867428467,6592075064,4589622380732008,不管是哪一年的新闻，出现过就很离谱了,1月4日 15:32
4589667519562075,4589667519562075,5597386535,4589622380732008,转发微博,1月4日 15:31
4589666663401805,4589666663401805,6031721581,4589622380732008,转发,1月4日 15:27
4589666446087201,4589666446087201,HYmss,4589622380732008,强奸犯没戴上，清洁工先戴上了，牛掰格拉斯,1月4日 15:26
4589666445305280,4589666445305280,5029228547,4589622380732008,转发微博,1月4日 15:26
4589666299544215,4589666299544215,6533076292,4589622380732008,,1月4日 15:26
4589666060469024,4589666060469024,1957947867,4589622380732008,《黑  镜》,1月4日 15:25
4589665577083854,4589665577083854,6625417960,4589622380732008,,1月4日 15:23
4589665556630949,4589665556630949,7492657778,4589622380732008,魔幻现实2.0,1月4日 15:23
4589665316776922,4589665316776922,5723473257,4589622380732008,转发微博,1月4日 15:22
4589665224762863,4589665224762863,5882443991,4589622380732008,,1月4日 15:22
4589665170753970,4589665170753970,6375066097,4589622380732008,？？？,1月4日 15:21
4589664948459989,4589664948459989,7313694355,4589622380732008,转发微博,1月4日 15:20
4589664838885113,4589664838885113,3173156291,4589622380732008,无语！,1月4日 15:20
4589664499142131,4589664499142131,6534439092,4589622380732008,？,1月4日 15:19
4589664436752594,4589664436752594,1009258874,4589622380732008,转发微博,1月4日 15:18
4589664306987838,4589664306987838,2431235445,4589622380732008,………1984,1月4日 15:18
4589664273434793,4589664273434793,5288983772,4589622380732008,？？？？？？这是在干什么,1月4日 15:18
4589664213932885,4589664213932885,3161494645,4589622380732008,虽然说是旧新闻，也不代表以后没有,1月4日 15:18
4589664189816526,4589664189816526,3689084170,4589622380732008,…………………………,1月4日 15:17
4592441317916920,4592441317916920,7447893861,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月12日 07:13
4592161473696122,4592161473696122,6549693129,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月11日 12:41
4591877045356040,4591877045356040,6988920470,4589637110859320,不会用对地方吗？//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月10日 17:51
4591230753186220,4591230753186220,5235751937,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月8日 23:02
4591034480198417,4591034480198417,7036090157,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月8日 10:02
4591032903401739,4591032903401739,2336883814,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月8日 09:56
4590817882161888,4590817882161888,2611972535,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 19:42
4590796931601207,4590796931601207,2936377351,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 18:19
4590796253174688,4590796253174688,6203209040,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 18:16
4590795469096200,4590795469096200,7395786544,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 18:13
4590720830670031,4590720830670031,5907390587,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 13:16
4590636718624564,4590636718624564,6301703022,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 07:42
4590619681097465,4590619681097465,7331836390,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 06:34
4590607445525126,4590607445525126,6405521899,4589637110859320,不把这个技术用于罪犯而是用于环卫工人。这都是什么畜生的世界//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 05:46
4590577746707018,4590577746707018,3560267177,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 03:48
4590564513415561,4590564513415561,6369226787,4589637110859320,//@梁钰stacey:看来从技术层面上来说，强奸犯出狱后戴电子脚铐并实时监控是可以做到的,1月7日 02:55
